link,title,gel,modulus,sentence,measurement
https://pubs.acs.org/doi/10.1021/acs.chemmater.9b03919,Bioinspired Dynamic Cross-Linking Hydrogel Sensors with Skin-like Strain and Pressure Sensing Behaviors,HLPs,compressive,S12. The compressive stress-strain of hydrogels with 0.00 mol% of LMA and   0.75 wt% of HLPs.                 ,"=HYPERLINK(""sem/10.1021_acs.chemmater.9b03919\supp_21.jpg"",""sem/10.1021_acs.chemmater.9b03919\supp_21.jpg"")"
https://pubs.acs.org/doi/10.1021/acs.chemmater.9b03919,Bioinspired Dynamic Cross-Linking Hydrogel Sensors with Skin-like Strain and Pressure Sensing Behaviors,HLPs,compressive,S13. The effect of different LMA content on the compressive properties of   hydrogels.         Table S4. Influence of LMA contents on compressive properties of HLPs cross-linked   hydrogels.   LMA Content   (mol% to AAm)   Compressive Modulus   (kPa)   Fracture Stress   (MPa)   Dissipated Energy   (MJ/m 3 )   0.00   0.25   0.50   0.75   1.00   1.25   28.2  1.76   36.5  2.34   81.3  7.02   90.2  7.47   94.1  7.94   105.5  9.01   0.77  0.097   1.68  0.247   2.24  0.345   3.14  0.642   3.83  0.504   4.91  0.714   0.059  0.0031   0.037  0.0031   0.061  0.0037   0.062  0.0033   0.088  0.0042   0.099  0.0051                 ,"=HYPERLINK(""sem/10.1021_acs.chemmater.9b03919\supp_22.jpg"",""sem/10.1021_acs.chemmater.9b03919\supp_22.jpg"")"
https://pubs.acs.org/doi/10.1021/acs.chemmater.9b03919,Bioinspired Dynamic Cross-Linking Hydrogel Sensors with Skin-like Strain and Pressure Sensing Behaviors,"HLPs, HLPs, HLPs, HLPs",compressive,S14. The effect of different HLPs content on the compressive properties of   hydrogels.      Table S5. Influence of HLPs contents on compressive properties of HLPs   cross-linked hydrogels.   HLPs Content   (wt% to AAm)   Compressive Modulus   (kPa)   Fracture Stress   (MPa)   Dissipated Energy   (MJ/m 3 )   0.00   0.25   0.50   0.75   1.00   83.1  7.54   84.5  8.07   93.5  8.73   94.3  7.94   109.4  8.93   2.59  0.405   3.04  0.213   3.21  0.546   3.83  0.504   4.91  0.607   0.068  0.0054   0.074  0.0062   0.087  0.0073   0.088  0.0042   0.104  0.0092              ,"=HYPERLINK(""sem/10.1021_acs.chemmater.9b03919\supp_23.jpg"",""sem/10.1021_acs.chemmater.9b03919\supp_23.jpg"")"
https://pubs.acs.org/doi/10.1021/acs.chemmater.9b03919,Bioinspired Dynamic Cross-Linking Hydrogel Sensors with Skin-like Strain and Pressure Sensing Behaviors,,tensile,"S17, the ionic conductivity of hydrogel decreased as the   deformation increased. This was because the size of the ion channel inside the   hydrogel might became smaller as the tensile deformation increased, which hindered   the movement of ions and eventually led to a decrease in ionic conductivity.           ","=HYPERLINK(""sem/10.1021_acs.chemmater.9b03919\supp_27.jpg"",""sem/10.1021_acs.chemmater.9b03919\supp_27.jpg"")"
https://pubs.acs.org/doi/10.1021/acs.chemmater.9b03919,Bioinspired Dynamic Cross-Linking Hydrogel Sensors with Skin-like Strain and Pressure Sensing Behaviors,,elastic," (8) Lei, Z.; Wang, Q.; Sun, S.; Zhu, W.; Wu, P., A Bioinspired Mineral Hydrogel as a   Self-Healable, Mechanically Adaptable Ionic Skin for Highly Sensitive Pressure   Sensing. Adv. Mater. 2017, 29, (22), 1700321-1700326.   (9) Zhang, X.; Sheng, N.; Wang, L.; Tan, Y.; Liu, C.; Xia, Y.; Nie, Z.; Sui, K.,   Supramolecular nanofibrillar hydrogels as highly stretchable, elastic and sensitive   ionic sensors. Mater. Horiz. 2019, 6, (2), 326-333.   (10) Liu, Y. J.; Cao, W. T.; Ma, M. G.; Wan, P., Ultrasensitive Wearable Soft Strain   Sensors of Conductive, Self-healing, and Elastic Hydrogels with Synergistic ""Soft   and Hard"" Hybrid Networks. ACS Appl. Mater. Interfaces 2017, 9, (30),   25559-25570.   (11) Jing, X.; Mi, H. Y.; Lin, Y. J.; Enriquez, E.; Peng, X. F.; Turng, L. S., Highly   Stretchable and Biocompatible Strain Sensors Based on Mussel-Inspired   Super-Adhesive Self-Healing Hydrogels for Human Motion Monitoring. ACS   Appl. Mater. Interfaces 2018, 10, (24), 20897-20909.   (12) Xia, Y.; Wu, Y.; Yu, T.; Xue, S.; Guo, M.; Li, J.; Li, Z., Multifunctional   Glycerol-Water Hydrogel for Biomimetic Human Skin with Resistance Memory   Function. ACS Appl. Mater. Interfaces 2019, 11, (23), 21117-21125.   (13) Yang, B.; Yuan, W., Highly Stretchable and Transparent Double-Network   Hydrogel Ionic Conductors as Flexible Thermal-Mechanical Dual Sensors and   Electroluminescent Devices. ACS Appl. Mater. Interfaces 2019, 11, (18),   16765-16775.   (14) Han, L.; Lu, X.; Wang, M.; Gan, D.; Deng, W.; Wang, K.; Fang, L.; Liu, K.; Chan,    ","=HYPERLINK(""sem/10.1021_acs.chemmater.9b03919\supp_33.jpg"",""sem/10.1021_acs.chemmater.9b03919\supp_33.jpg"")"
https://pubs.acs.org/doi/10.1021/acssuschemeng.8b02781,Microcrystalline Cellulose Surface-Modified with Acrylamide for Reinforcement of Hydrogels,"., ., ., .","modulus, compressive",Figure 4. Compressive stress–strain curves of the PDMAA-based hydrogels. The inset is the dependence of the compressive strength at 75% compressive strain and the compressive modulus on the AM-MCC content for the hydrogels. The error bars represent one standard deviation of at least three replicates.,"=HYPERLINK(""sem/10.1021_acssuschemeng.8b02781\sc-2018-02781q_0003.jpeg"",""sem/10.1021_acssuschemeng.8b02781\sc-2018-02781q_0003.jpeg"")"
https://pubs.acs.org/doi/10.1021/acssuschemeng.8b02781,Microcrystalline Cellulose Surface-Modified with Acrylamide for Reinforcement of Hydrogels,"5, ., .",tensile,"Figure 5. Stress–strain curves for the PDMAA-based hydrogels with different AM-MCC contents under a 60 mm/min tensile speed (a) in addition to the dependences of the tensile strengths on the AM-MCC content (b), where the error bars represent one standard deviation of at least three replicates.","=HYPERLINK(""sem/10.1021_acssuschemeng.8b02781\sc-2018-02781q_0004.jpeg"",""sem/10.1021_acssuschemeng.8b02781\sc-2018-02781q_0004.jpeg"")"
https://pubs.acs.org/doi/10.1021/acssuschemeng.8b02781,Microcrystalline Cellulose Surface-Modified with Acrylamide for Reinforcement of Hydrogels,"., PDMAA-G1.5, ., .",tensile,Figure 6. Dependences of the tensile strength (σb) and the breaking elongation (εb) on the tensile speed for the PDMAA-G1.5 composite hydrogel. Error bars represent one standard deviation of at least three replicates.,"=HYPERLINK(""sem/10.1021_acssuschemeng.8b02781\sc-2018-02781q_0005.jpeg"",""sem/10.1021_acssuschemeng.8b02781\sc-2018-02781q_0005.jpeg"")"
https://pubs.acs.org/doi/10.1021/acssuschemeng.8b02781,Microcrystalline Cellulose Surface-Modified with Acrylamide for Reinforcement of Hydrogels,"., PDMAA-G1.5, ., .",tensile,"Figure 7. Recovery behaviors after different resting times for one sample of a PDMAA-G1.5 composite hydrogel specimen, which has been stretched under a 60 mm/min tensile speed to 1000% strain. Inset shows the toughness change after different rest times.","=HYPERLINK(""sem/10.1021_acssuschemeng.8b02781\sc-2018-02781q_0006.jpeg"",""sem/10.1021_acssuschemeng.8b02781\sc-2018-02781q_0006.jpeg"")"
https://pubs.acs.org/doi/10.1021/acssuschemeng.8b02781,Microcrystalline Cellulose Surface-Modified with Acrylamide for Reinforcement of Hydrogels,"., ., .",compressive,Figure 9. Dependence of the compressive strength at 80% compressive strain on the AM-MCC content for the PAM-based composite hydrogels. Error bars represent one standard deviation of at least three replicates.,"=HYPERLINK(""sem/10.1021_acssuschemeng.8b02781\sc-2018-02781q_0008.jpeg"",""sem/10.1021_acssuschemeng.8b02781\sc-2018-02781q_0008.jpeg"")"
https://pubs.acs.org/doi/10.1021/acssuschemeng.9b07250,Mussel-Inspired Autonomously Self-Healable All-in-One Supercapacitor with Biocompatible Hydrogel,"GelMA-CNC, TA, TA, TA, e, TA, GelMA-CNC, TA, GelMA-CNC",compressive,"Figure 7. Mechanical evaluations of all-in-one self-healable GelMA-CNC hydrogel SCs (a, c) treated in TA with different concentrations of 40%, 60%, 80%, and 100% TA (w/w) for 24 h and (b, d) treated in 60% TA for different times of 12, 24, 48, and 72 h. (e) Cyclic compressive loading–unloading with strain increment on all-in-one self-healable supercapacitor (60% TA, 24 h; GelMA-CNC). (f) Cyclic compressive loading–unloading with controlled strain at 50% on all-in-one self-healable supercapacitor (60% TA, 24 h; GelMA-CNC).","=HYPERLINK(""sem/10.1021_acssuschemeng.9b07250\sc9b07250_0007.jpeg"",""sem/10.1021_acssuschemeng.9b07250\sc9b07250_0007.jpeg"")"
https://pubs.acs.org/doi/10.1021/bm801101e,Release of Nerve Growth Factor from HEMA Hydrogel-Coated Substrates and Its Effect on the Differentiation of Neural Cells,",",young’s,"Physical Characteristics (Modulus, Cross-Link Density, and Average Pore Size) of Different pHEMA Hydrogelshydrogel typemodulus (E) (kPa)molecular weight between cross-links (Mc) (g/mol)ν2,scross-link density × 105(mol/cm3)average pore size (Å)pHEMA440 ± 1022 177 ± 5150.50 ± 0.015.82 ± 0.1494.07 ± 1.10pHEMA-lysine350 ± 726 486 ± 5150.38 ± 0.014.87 ± 0.01113.17 ± 1.10pHEMA-NaCl93 ± 5102 701 ± 55290.40 ± 0.0031.25 ± 0.0716000 ± 7000Also shown in Table 1, pHEMA hydrogels have a Young’s modulus of ∼440 kPa in contrast with silicon, which has a modulus >170 GPa.",∼440kPa
https://pubs.acs.org/doi/10.1021/bm801101e,Release of Nerve Growth Factor from HEMA Hydrogel-Coated Substrates and Its Effect on the Differentiation of Neural Cells,",",young’s,"Physical Characteristics (Modulus, Cross-Link Density, and Average Pore Size) of Different pHEMA Hydrogelshydrogel typemodulus (E) (kPa)molecular weight between cross-links (Mc) (g/mol)ν2,scross-link density × 105(mol/cm3)average pore size (Å)pHEMA440 ± 1022 177 ± 5150.50 ± 0.015.82 ± 0.1494.07 ± 1.10pHEMA-lysine350 ± 726 486 ± 5150.38 ± 0.014.87 ± 0.01113.17 ± 1.10pHEMA-NaCl93 ± 5102 701 ± 55290.40 ± 0.0031.25 ± 0.0716000 ± 7000Also shown in Table 1, pHEMA hydrogels have a Young’s modulus of ∼440 kPa in contrast with silicon, which has a modulus >170 GPa.",170GPa
https://pubs.acs.org/doi/10.1021/bm801101e,Release of Nerve Growth Factor from HEMA Hydrogel-Coated Substrates and Its Effect on the Differentiation of Neural Cells,a,young’s,"(63) Typical brain tissue has a modulus of ∼10 kPa, (64) and hence the pHEMA hydrogels have modulus values much closer to that of brain tissue than to that of silicon.",∼10kPa
https://pubs.acs.org/doi/10.1021/bm801101e,Release of Nerve Growth Factor from HEMA Hydrogel-Coated Substrates and Its Effect on the Differentiation of Neural Cells,pHEMA-NaCl,young’s,"The pHEMA-NaCl hydrogels have a modulus of only ∼93 kPa, whereas the pHEMA-Lys hydrogels have a modulus of ∼350 kPa, slightly lower than the pHEMA hydrogel.",∼93kPa
https://pubs.acs.org/doi/10.1021/bm801101e,Release of Nerve Growth Factor from HEMA Hydrogel-Coated Substrates and Its Effect on the Differentiation of Neural Cells,a,young’s,"The pHEMA-NaCl hydrogels have a modulus of only ∼93 kPa, whereas the pHEMA-Lys hydrogels have a modulus of ∼350 kPa, slightly lower than the pHEMA hydrogel.",∼350kPa
https://pubs.acs.org/doi/10.1021/bm801101e,Release of Nerve Growth Factor from HEMA Hydrogel-Coated Substrates and Its Effect on the Differentiation of Neural Cells,",",young’s,"Also shown in Table 1, pHEMA hydrogels have a Young’s modulus of ∼440 kPa in contrast with silicon, which has a modulus >170 GPa.",∼440kPa
https://pubs.acs.org/doi/10.1021/bm801101e,Release of Nerve Growth Factor from HEMA Hydrogel-Coated Substrates and Its Effect on the Differentiation of Neural Cells,pHEMA,young’s,"Also shown in Table 1, pHEMA hydrogels have a Young’s modulus of ∼440 kPa in contrast with silicon, which has a modulus >170 GPa.",170GPa
https://pubs.acs.org/doi/10.1021/acsami.6b08285,Potential of Agarose/Silk Fibroin Blended Hydrogel for in Vitro Cartilage Tissue Engineering,"., B, ., agarose, .","modulus, storage","Figure 5. Amplitude sweep (A) and frequency sweep (B) of the hydrogels. (I) pure agarose, (II) AG-BM, and (III) AG-AA display the storage modulus (G′) and loss modulus (G″).","=HYPERLINK(""sem/10.1021_acsami.6b08285\am-2016-082857_0007.jpeg"",""sem/10.1021_acsami.6b08285\am-2016-082857_0007.jpeg"")"
https://pubs.acs.org/doi/10.1021/acsbiomaterials.0c00026,Engineering a Self-Assembling Leucine Zipper Hydrogel System with Function-Specific Motifs for Tissue Regeneration,"LZ, LZ-ESQES, LZ-QESQSEQDS, LZ-Control, :, LZ-ESQES, :, LZ-QESQSEQDS","modulus, storage, elastic",Figure 4. Viscoelasticity measurements of LZ hydrogel with different combinations of LZ-ESQES and LZ-QESQSEQDS under high concentrations of calcium and phosphate. Graphical representation of the storage modulus G′ (A) and the relaxation modulus G″ (B) with change in frequency. Note the change of G′ and G″ values with the different combinations of DMP1 calcium-binding motifs. The 1:1:1 LZ-Control: LZ-ESQES: LZ-QESQSEQDS showed a higher value.,"=HYPERLINK(""sem/10.1021_acsbiomaterials.0c00026\ab0c00026_0004.jpeg"",""sem/10.1021_acsbiomaterials.0c00026\ab0c00026_0004.jpeg"")"
https://pubs.acs.org/doi/10.1021/acsabm.9b00676,Oral Colon-Targeted Konjac Glucomannan Hydrogel Constructed through Noncovalent Cross-Linking by Cucurbit[8]uril for Ulcerative Colitis Therapy,"KGM, CB, [, 8, ], CB, [, 8, ], -, -, -, CB, [, 8, ], KGM-Phe, @, CB, [, 8, ]",elastic,S3. 1H NMR spectra of PheCys-S-S-CysPhe in D2O.            Table S1. Stretch properties of KGM hydrogels with increased amount of CB[8].   unit: cm   Concentration 0.1 wt% 0.5 wt% 0.75 wt% 1.0 wt%   Without CB[8] 0.73±0.05 - - -   With CB[8] 9.56±0.12 10.35±0.21 10.38±0.36 10.27±0.28         viscoelastic behaviors.mp4    Video S1. Viscoelastic behaviors of KGM-Phe@CB[8] hydrogel (uploaded as a   separate video file).    ,"=HYPERLINK(""sem/10.1021_acsabm.9b00676\supp_2.jpg"",""sem/10.1021_acsabm.9b00676\supp_2.jpg"")"
https://pubs.acs.org/doi/10.1021/acsmacrolett.1c00276,Chemically Triggered Hydrogel Transformations through Covalent Adaptable Networks and Applications in Cell Culture,,"modulus, moduli, storage","Figure 1. Rheological studies and characterization of the hydrogels and their transformations. (A) Rheological traces of topological rearrangement from H-1 to H-2, H-1 to H-3, H-1 to H-4, and H-2 to H-4 in transitions. Storage (G′) and loss (G″) moduli were recorded during the degradation and formation of new hydrogels; the “gel” state (G″ > G′) and the “sol” state (G″ < G′). (B) SEM images of the four different hydrogels. (C,D) The pore diameter distribution and equilibrium swelling ratio of hydrogels H-1, H-2, H-3, and H-4. (E) The rheological tests showed storage and loss moduli of four different hydrogels. (F) The Young’s modulus of four different hydrogels. Scale bar: 10 μm.","=HYPERLINK(""sem/10.1021_acsmacrolett.1c00276\mz1c00276_0001.jpeg"",""sem/10.1021_acsmacrolett.1c00276\mz1c00276_0001.jpeg"")"
